Dtl_ShiftID_1,Dtl_TimeStamp_2,Dtl_Eqmt_3,Dtl_Eqmttype_4,Dtl_Duration_5,Dtl_ExpectedDuration_6,Dtl_Pit_7,Dtl_Reason_8,Dtl_FuelLevel_9
260813002,8/14/2026 12:59:10 AM,T164,Cat 797,89,780,MRM,FUEL&LUBE,19.77
260813002,8/14/2026 1:00:32 AM,T137,Cat 797,1,780,JPM,FUEL&LUBE,44.305
260813002,8/14/2026 1:00:39 AM,T164,Cat 797,848,780,MRM,FUEL&LUBE,19.77
260813002,8/14/2026 1:07:31 AM,T152,Cat 797,732,780,JPM,FUEL&LUBE,19.89
260813002,8/14/2026 1:08:52 AM,T163,Cat 797,648,780,MRM,FUEL&LUBE,14.705
260813002,8/14/2026 1:19:40 AM,T163,Cat 797,800,780,MRM,FUEL&LUBE,14.59
260813002,8/14/2026 1:25:00 AM,T107,Cat 797,110,780,MRM,FUEL&LUBE,14.9
260813002,8/14/2026 1:26:50 AM,T107,Cat 797,208,300,MRM,WAIT FOR FUEL BAY,14.9
260813002,8/14/2026 1:30:18 AM,T107,Cat 797,914,780,MRM,FUEL&LUBE,14.675
260813002,8/14/2026 1:38:43 AM,T102,Cat 797,70,300,JPM,WAIT FOR FUEL BAY,21.315
260813002,8/14/2026 1:39:53 AM,T102,Cat 797,649,780,JPM,FUEL&LUBE,21.315
260813002,8/14/2026 1:50:44 AM,T102,Cat 797,3,780,JPM,FUEL&LUBE,20.005
260813002,8/14/2026 1:55:17 AM,T161,Cat 797,1050,780,JPM,FUEL&LUBE,29.59
260813002,8/14/2026 2:00:25 AM,T124,Cat 797,902,780,MRM,FUEL&LUBE,17.63
260813002,8/14/2026 2:01:48 AM,T472,Cat 785,876,780,MRM,FUEL&LUBE,90.055
260813002,8/14/2026 2:21:57 AM,T162,Cat 797,981,780,MRM,FUEL&LUBE,15.615
260813002,8/14/2026 2:35:10 AM,T114,Cat 797,859,780,MRM,FUEL&LUBE,21.67
260813002,8/14/2026 2:52:07 AM,T105,Cat 797,1531,780,MRM,FUEL&LUBE,14.79
260813002,8/14/2026 2:55:49 AM,T118,Cat 797,1023,780,MRM,FUEL&LUBE,1.705
260813002,8/14/2026 2:59:44 AM,T113,Cat 797,1614,780,MRM,FUEL&LUBE,15.73
260813002,8/14/2026 3:12:56 AM,T118,Cat 797,2,780,MRM,FUEL&LUBE,73.11
260813002,8/14/2026 3:15:51 AM,T144,Cat 797,107,780,JPM,FUEL&LUBE,
260813002,8/14/2026 3:24:54 AM,T132,Cat 797,1124,780,MRM,FUEL&LUBE,163.85
260813002,8/14/2026 3:30:50 AM,T147,Cat 797,757,780,JPM,FUEL&LUBE,
260813002,8/14/2026 3:31:08 AM,T136,Cat 797,1047,780,MRM,FUEL&LUBE,15.02
260813002,8/14/2026 3:32:53 AM,T144,Cat 797,582,780,JPM,FUEL&LUBE,
260813002,8/14/2026 3:42:49 AM,T144,Cat 797,1,780,JPM,FUEL&LUBE,
260813002,8/14/2026 3:43:27 AM,T147,Cat 797,890,780,JPM,FUEL&LUBE,
260813002,8/14/2026 3:56:26 AM,T110,Cat 797,38,300,MRM,WAIT FOR FUEL BAY,14.9
260813002,8/14/2026 3:57:05 AM,T110,Cat 797,832,780,MRM,FUEL&LUBE,14.9
260813002,8/14/2026 4:07:35 AM,T128,Cat 797,4,780,MRM,FUEL&LUBE,14.8
260813002,8/14/2026 4:07:39 AM,T128,Cat 797,73,300,MRM,WAIT FOR FUEL BAY,14.8
260813002,8/14/2026 4:08:52 AM,T128,Cat 797,1055,780,MRM,FUEL&LUBE,14.8
260813002,8/14/2026 4:13:22 AM,T134,Cat 797,807,780,JPM,FUEL&LUBE,20.955
260813002,8/14/2026 4:22:29 AM,T112,Cat 797,851,780,MRM,FUEL&LUBE,163.85
260813002,8/14/2026 4:30:34 AM,T471,Cat 785,20,780,MRM,FUEL&LUBE,29.47
260813002,8/14/2026 4:38:05 AM,T121,Cat 797,4,780,MRM,FUEL&LUBE,163.85
260813002,8/14/2026 4:38:09 AM,T121,Cat 797,112,300,MRM,WAIT FOR FUEL BAY,163.85
260813002,8/14/2026 4:38:57 AM,T459,Cat 785,663,780,JPM,FUEL&LUBE,31.67
260813002,8/14/2026 4:40:01 AM,T121,Cat 797,790,780,MRM,FUEL&LUBE,163.85
260813002,8/14/2026 4:48:42 AM,T109,Cat 797,824,780,MRM,FUEL&LUBE,14.645
260813002,8/14/2026 5:49:19 AM,T126,Cat 797,21,780,MRM,FUEL&LUBE,14.83
260813002,8/14/2026 5:49:40 AM,T126,Cat 797,128,300,MRM,WAIT FOR FUEL BAY,14.66
260813002,8/14/2026 5:51:48 AM,T126,Cat 797,492,780,MRM,FUEL&LUBE,14.66
260813002,8/14/2026 5:55:44 AM,T129,Cat 797,256,780,MRM,FUEL&LUBE,14.83
260814001,8/14/2026 6:00:00 AM,T126,Cat 797,287,780,MRM,FUEL&LUBE,14.675
260814001,8/14/2026 6:00:00 AM,T129,Cat 797,604,780,MRM,FUEL&LUBE,14.675
260814001,8/14/2026 6:05:13 AM,T119,Cat 797,927,780,MRM,FUEL&LUBE,14.04
260814001,8/14/2026 6:16:14 AM,T471,Cat 785,847,780,MRM,FUEL&LUBE,21.96
260814001,8/14/2026 6:20:46 AM,T455,Cat 785,605,780,MRM,FUEL&LUBE,25.79
260814001,8/14/2026 6:31:10 AM,T166,Cat 797,940,780,MRM,FUEL&LUBE,14.9
260814001,8/14/2026 6:31:35 AM,T461,Cat 785,594,780,JPM,FUEL&LUBE,33.9
260814001,8/14/2026 6:44:52 AM,T456,Cat 785,800,780,MRM,FUEL&LUBE,29.93
260814001,8/14/2026 6:54:13 AM,T125,Cat 797,7,780,MRM,FUEL&LUBE,18.7
260814001,8/14/2026 6:54:20 AM,T125,Cat 797,81,300,MRM,WAIT FOR FUEL BAY,18.7
260814001,8/14/2026 6:55:23 AM,T112,Cat 797,28,780,MRM,FUEL&LUBE,163.85
260814001,8/14/2026 6:55:41 AM,T125,Cat 797,753,780,MRM,FUEL&LUBE,18.7
260814001,8/14/2026 6:55:51 AM,T112,Cat 797,915,300,MRM,WAIT FOR FUEL BAY,163.85
260814001,8/14/2026 7:02:42 AM,T466,Cat 785,1023,780,MRM,FUEL&LUBE,24.72
260814001,8/14/2026 7:05:37 AM,T150,Cat 797,938,780,JPM,FUEL&LUBE,19.89
260814001,8/14/2026 7:35:51 AM,T123,Cat 797,741,780,MRM,FUEL&LUBE,20.365
260814001,8/14/2026 7:37:11 AM,T127,Cat 797,839,780,MRM,FUEL&LUBE,21.905
260814001,8/14/2026 7:39:09 AM,T149,Cat 797,815,780,JPM,FUEL&LUBE,
260814001,8/14/2026 7:42:38 AM,T101,Cat 797,1100,780,MRM,FUEL&LUBE,15.02
260814001,8/14/2026 7:45:39 AM,T118,Cat 797,20,780,MRM,FUEL&LUBE,2.715
260814001,8/14/2026 7:45:59 AM,T118,Cat 797,313,300,MRM,WAIT FOR FUEL BAY,2.715
260814001,8/14/2026 7:49:44 AM,T122,Cat 797,667,300,MRM,WAIT FOR FUEL BAY,16.68
260814001,8/14/2026 7:51:12 AM,T118,Cat 797,701,780,MRM,FUEL&LUBE,2.715
260814001,8/14/2026 8:12:03 AM,T122,Cat 797,2,780,MRM,FUEL&LUBE,19.53
260814001,8/14/2026 8:16:15 AM,T103,Cat 797,961,780,MRM,FUEL&LUBE,18.82
260814001,8/14/2026 8:17:13 AM,T133,Cat 797,639,780,MRM,FUEL&LUBE,163.85
260814001,8/14/2026 8:37:50 AM,T470,Cat 785,838,780,MRM,FUEL&LUBE,163.855
260814001,8/14/2026 8:42:07 AM,T463,Cat 785,2,780,JPM,FUEL&LUBE,30.235
260814001,8/14/2026 8:49:33 AM,T130,Cat 797,850,780,MRM,FUEL&LUBE,16.8
260814001,8/14/2026 8:51:21 AM,T115,Cat 797,615,780,MRM,FUEL&LUBE,44.585
260814001,8/14/2026 8:55:28 AM,T474,Cat 785,178,780,JPM,FUEL&LUBE,37.405
260814001,8/14/2026 9:01:31 AM,T156,Cat 797,818,780,JPM,FUEL&LUBE,22.625
260814001,8/14/2026 9:14:49 AM,T106,Cat 797,1046,780,MRM,FUEL&LUBE,16.565
260814001,8/14/2026 9:22:02 AM,T153,Cat 797,948,780,MRM,FUEL&LUBE,21.55
260814001,8/14/2026 9:40:12 AM,T141,Cat 797,6,780,JPM,FUEL&LUBE,23.135
260814001,8/14/2026 9:40:18 AM,T141,Cat 797,119,300,JPM,WAIT FOR FUEL BAY,23.135
260814001,8/14/2026 9:42:17 AM,T141,Cat 797,1263,780,JPM,FUEL&LUBE,23.135
260814001,8/14/2026 9:42:22 AM,T168,Cat 797,3,780,JPM,FUEL&LUBE,
260814001,8/14/2026 9:46:01 AM,T104,Cat 797,81,780,MRM,FUEL&LUBE,23.515
260814001,8/14/2026 9:47:22 AM,T104,Cat 797,723,780,MRM,FUEL&LUBE,23.515
260814001,8/14/2026 10:00:28 AM,T469,Cat 785,518,780,MRM,FUEL&LUBE,26.1
260814001,8/14/2026 10:15:51 AM,T138,Cat 797,765,780,MRM,FUEL&LUBE,18.225
260814001,8/14/2026 10:44:36 AM,T474,Cat 785,3,780,JPM,FUEL&LUBE,33.265
260814001,8/14/2026 10:48:39 AM,T152,Cat 797,893,780,JPM,FUEL&LUBE,24.905
260814001,8/14/2026 10:57:20 AM,T454,Cat 789,681,780,MRM,FUEL&LUBE,23.22
260814001,8/14/2026 10:57:43 AM,T108,Cat 797,732,780,MRM,FUEL&LUBE,19.415
260814001,8/14/2026 10:58:47 AM,T135,Cat 797,613,300,MRM,WAIT FOR FUEL BAY,20.955
260814001,8/14/2026 11:09:01 AM,T135,Cat 797,762,780,MRM,FUEL&LUBE,20.6
260814001,8/14/2026 11:23:04 AM,T139,Cat 797,954,780,JPM,FUEL&LUBE,20.125
260814001,8/14/2026 11:33:12 AM,T102,Cat 797,1027,780,JPM,FUEL&LUBE,16.8
260814001,8/14/2026 11:53:58 AM,T120,Cat 797,801,780,MRM,FUEL&LUBE,21.79
260814001,8/14/2026 11:54:11 AM,T169,Cat 797,903,780,JPM,FUEL&LUBE,
260814001,8/14/2026 12:10:51 PM,T151,Cat 797,814,780,MRM,FUEL&LUBE,23.765
260814001,8/14/2026 12:18:36 PM,T154,Cat 797,814,780,JPM,FUEL&LUBE,21.55
260814001,8/14/2026 12:53:58 PM,T137,Cat 797,873,780,JPM,FUEL&LUBE,22.025
260814001,8/14/2026 12:59:55 PM,T107,Cat 797,860,780,MRM,FUEL&LUBE,22.38
260814001,8/14/2026 1:00:15 PM,T163,Cat 797,895,780,MRM,FUEL&LUBE,22.5
260814001,8/14/2026 1:05:52 PM,T465,Cat 785,1305,780,MRM,FUEL&LUBE,33.105
260814001,8/14/2026 1:24:01 PM,T140,Cat 797,44,780,MRM,FUEL&LUBE,20.84
260814001,8/14/2026 1:24:45 PM,T140,Cat 797,746,780,MRM,FUEL&LUBE,20.84
260814001,8/14/2026 1:46:39 PM,T157,Cat 797,905,780,MRM,FUEL&LUBE,22.88
260814001,8/14/2026 2:05:13 PM,T113,Cat 797,929,780,MRM,FUEL&LUBE,24.4
260814001,8/14/2026 2:12:54 PM,T462,Cat 785,10,780,JPM,FUEL&LUBE,35.655
260814001,8/14/2026 2:14:45 PM,T114,Cat 797,813,780,MRM,FUEL&LUBE,19.65
260814001,8/14/2026 2:24:36 PM,T134,Cat 797,1098,780,JPM,FUEL&LUBE,23.135
260814001,8/14/2026 2:34:57 PM,T129,Cat 797,777,780,MRM,FUEL&LUBE,25.665
260814001,8/14/2026 2:39:36 PM,T105,Cat 797,1042,780,MRM,FUEL&LUBE,21.905
260814001,8/14/2026 2:39:58 PM,T164,Cat 797,13,780,MRM,FUEL&LUBE,14.79
260814001,8/14/2026 2:40:11 PM,T164,Cat 797,540,300,MRM,WAIT FOR FUEL BAY,14.79
260814001,8/14/2026 2:49:11 PM,T164,Cat 797,820,780,MRM,FUEL&LUBE,14.845
260814001,8/14/2026 2:52:05 PM,T124,Cat 797,71,780,MRM,FUEL&LUBE,18.465
260814001,8/14/2026 2:53:16 PM,T124,Cat 797,1479,300,MRM,WAIT FOR FUEL BAY,17.04
260814001,8/14/2026 2:56:21 PM,T121,Cat 797,86,780,MRM,FUEL&LUBE,163.85
260814001,8/14/2026 2:57:47 PM,T121,Cat 797,701,780,MRM,FUEL&LUBE,163.85
260814001,8/14/2026 3:12:06 PM,T111,Cat 797,923,780,MRM,FUEL&LUBE,14.76
260814001,8/14/2026 3:15:00 PM,T161,Cat 797,1063,780,JPM,FUEL&LUBE,16.92
260814001,8/14/2026 3:22:15 PM,T144,Cat 797,595,300,JPM,WAIT FOR FUEL BAY,
260814001,8/14/2026 3:31:12 PM,T136,Cat 797,1084,780,MRM,FUEL&LUBE,16.68
260814001,8/14/2026 3:32:15 PM,T144,Cat 797,931,780,JPM,FUEL&LUBE,
260814001,8/14/2026 3:33:00 PM,T162,Cat 797,841,780,MRM,FUEL&LUBE,19.415
260814001,8/14/2026 3:43:24 PM,T118,Cat 797,351,300,MRM,WAIT FOR FUEL BAY,163.85
260814001,8/14/2026 3:49:15 PM,T118,Cat 797,477,780,MRM,FUEL&LUBE,37.64
260814001,8/14/2026 3:57:16 PM,T118,Cat 797,1,780,MRM,FUEL&LUBE,37.505
260814001,8/14/2026 4:00:31 PM,T126,Cat 797,1030,780,MRM,FUEL&LUBE,19.295
260814001,8/14/2026 4:03:24 PM,T132,Cat 797,742,780,MRM,FUEL&LUBE,92.03
260814001,8/14/2026 4:14:24 PM,T133,Cat 797,917,780,MRM,FUEL&LUBE,163.85
260814001,8/14/2026 4:26:32 PM,T110,Cat 797,821,780,MRM,FUEL&LUBE,19.53
260814001,8/14/2026 4:43:44 PM,T109,Cat 797,871,780,MRM,FUEL&LUBE,21.905
260814001,8/14/2026 5:40:31 PM,T166,Cat 797,41,780,MRM,FUEL&LUBE,22.625
260814001,8/14/2026 5:41:12 PM,T166,Cat 797,107,300,MRM,WAIT FOR FUEL BAY,22.625
260814001,8/14/2026 5:42:59 PM,T166,Cat 797,824,780,MRM,FUEL&LUBE,22.625
260814001,8/14/2026 5:43:35 PM,T122,Cat 797,880,780,MRM,FUEL&LUBE,19.77
260814002,8/14/2026 6:05:06 PM,T112,Cat 797,719,780,MRM,FUEL&LUBE,163.85
260814002,8/14/2026 6:10:55 PM,T147,Cat 797,1269,780,JPM,FUEL&LUBE,
260814002,8/14/2026 6:18:30 PM,T101,Cat 797,929,780,MRM,FUEL&LUBE,14.73
260814002,8/14/2026 6:32:04 PM,T147,Cat 797,33,780,JPM,FUEL&LUBE,
260814002,8/14/2026 6:36:07 PM,T125,Cat 797,144,300,MRM,WAIT FOR FUEL BAY,19.65
260814002,8/14/2026 6:38:31 PM,T125,Cat 797,2,300,MRM,WAIT FOR FUEL BAY,19.65
260814002,8/14/2026 6:38:33 PM,T125,Cat 797,563,780,MRM,FUEL&LUBE,19.65
260814002,8/14/2026 6:48:18 PM,T125,Cat 797,1,780,MRM,FUEL&LUBE,19.055
260814002,8/14/2026 6:54:56 PM,T153,Cat 797,103,300,MRM,WAIT FOR FUEL BAY,17.155
260814002,8/14/2026 6:56:40 PM,T153,Cat 797,739,780,MRM,FUEL&LUBE,17.155
260814002,8/14/2026 7:00:10 PM,T150,Cat 797,640,780,JPM,FUEL&LUBE,30.6
260814002,8/14/2026 7:08:03 PM,T128,Cat 797,807,780,MRM,FUEL&LUBE,18.82
260814002,8/14/2026 7:18:11 PM,T475,Cat 793,1390,780,MRM,FUEL&LUBE,47.805
260814002,8/14/2026 7:44:39 PM,T126,Cat 797,38,780,MRM,FUEL&LUBE,80.8
260814002,8/14/2026 7:44:47 PM,T471,Cat 785,667,780,MRM,FUEL&LUBE,31.19
260814002,8/14/2026 7:45:17 PM,T126,Cat 797,13,300,MRM,WAIT FOR FUEL BAY,80.8
260814002,8/14/2026 7:45:30 PM,T126,Cat 797,669,780,MRM,FUEL&LUBE,80.8
260814002,8/14/2026 8:08:27 PM,T149,Cat 797,498,780,JPM,FUEL&LUBE,
260814002,8/14/2026 8:15:08 PM,T455,Cat 785,499,780,MRM,FUEL&LUBE,32.305
260814002,8/14/2026 8:16:46 PM,T149,Cat 797,2,780,JPM,FUEL&LUBE,
260814002,8/14/2026 8:18:54 PM,T104,Cat 797,865,780,MRM,FUEL&LUBE,19.53
260814002,8/14/2026 8:37:42 PM,T152,Cat 797,723,780,JPM,FUEL&LUBE,23.26
260814002,8/14/2026 8:41:14 PM,T470,Cat 785,492,780,MRM,FUEL&LUBE,163.855
260814002,8/14/2026 8:49:47 PM,T152,Cat 797,3,780,JPM,FUEL&LUBE,163.85
260814002,8/14/2026 8:53:44 PM,T103,Cat 797,877,780,MRM,FUEL&LUBE,19.53
260814002,8/14/2026 9:01:18 PM,T102,Cat 797,50,300,JPM,WAIT FOR FUEL BAY,24.4
260814002,8/14/2026 9:02:10 PM,T102,Cat 797,659,780,JPM,FUEL&LUBE,24.4
260814002,8/14/2026 9:05:56 PM,T168,Cat 797,448,300,JPM,WAIT FOR FUEL BAY,
260814002,8/14/2026 9:09:27 PM,T108,Cat 797,676,780,MRM,FUEL&LUBE,16.92
260814002,8/14/2026 9:13:44 PM,T168,Cat 797,777,780,JPM,FUEL&LUBE,
260814002,8/14/2026 9:21:17 PM,T106,Cat 797,1047,780,MRM,FUEL&LUBE,17.275
260814002,8/14/2026 9:26:41 PM,T127,Cat 797,1095,780,MRM,FUEL&LUBE,19.175
260814002,8/14/2026 9:26:43 PM,T168,Cat 797,4,780,JPM,FUEL&LUBE,
260814002,8/14/2026 9:28:54 PM,T463,Cat 785,736,780,JPM,FUEL&LUBE,36.29
260814002,8/14/2026 9:37:29 PM,T456,Cat 785,655,780,MRM,FUEL&LUBE,25.18
260814002,8/14/2026 9:41:16 PM,T463,Cat 785,2,780,JPM,FUEL&LUBE,36.13
260814002,8/14/2026 9:50:37 PM,T156,Cat 797,963,780,JPM,FUEL&LUBE,22.88
260814002,8/14/2026 9:52:54 PM,T461,Cat 785,6,780,JPM,FUEL&LUBE,89.295
260814002,8/14/2026 9:53:00 PM,T461,Cat 785,711,300,JPM,WAIT FOR FUEL BAY,89.295
260814002,8/14/2026 10:04:51 PM,T461,Cat 785,506,780,JPM,FUEL&LUBE,89.295
260814002,8/14/2026 10:11:25 PM,T130,Cat 797,950,780,MRM,FUEL&LUBE,18.58
260814002,8/14/2026 10:17:12 PM,T466,Cat 785,755,780,MRM,FUEL&LUBE,30.395
260814002,8/14/2026 10:21:29 PM,T141,Cat 797,804,780,JPM,FUEL&LUBE,22.88
260814002,8/14/2026 10:40:00 PM,T169,Cat 797,697,780,JPM,FUEL&LUBE,
260814002,8/14/2026 10:48:11 PM,T138,Cat 797,120,300,MRM,WAIT FOR FUEL BAY,20.6
260814002,8/14/2026 10:50:11 PM,T138,Cat 797,754,780,MRM,FUEL&LUBE,19.89
260814002,8/14/2026 10:57:31 PM,T135,Cat 797,941,780,MRM,FUEL&LUBE,22.755
260814002,8/14/2026 11:11:04 PM,T459,Cat 785,462,780,JPM,FUEL&LUBE,28.245
260814002,8/14/2026 11:42:51 PM,T134,Cat 797,580,780,JPM,FUEL&LUBE,27.815
260814002,8/14/2026 11:45:32 PM,T115,Cat 797,921,780,MRM,FUEL&LUBE,21.67
260814002,8/14/2026 11:47:52 PM,T121,Cat 797,860,780,MRM,FUEL&LUBE,163.85
260814002,8/14/2026 11:56:56 PM,T119,Cat 797,312,300,MRM,WAIT FOR FUEL BAY,14.42
260814002,8/14/2026 11:57:06 PM,T154,Cat 797,979,780,JPM,FUEL&LUBE,23.135
260814002,8/15/2026 12:02:08 AM,T119,Cat 797,852,780,MRM,FUEL&LUBE,14.31
260814002,8/15/2026 12:08:13 AM,T139,Cat 797,336,300,JPM,WAIT FOR FUEL BAY,19.175
260814002,8/15/2026 12:12:51 AM,T469,Cat 785,936,780,MRM,FUEL&LUBE,25.485
260814002,8/15/2026 12:13:49 AM,T139,Cat 797,779,780,JPM,FUEL&LUBE,17.75
260814002,8/15/2026 12:16:59 AM,T119,Cat 797,1,780,MRM,FUEL&LUBE,47.255
260814002,8/15/2026 12:26:58 AM,T139,Cat 797,5,780,JPM,FUEL&LUBE,163.85
260814002,8/15/2026 12:34:51 AM,T118,Cat 797,767,780,MRM,FUEL&LUBE,21.55
260814002,8/15/2026 12:35:55 AM,T113,Cat 797,1330,780,MRM,FUEL&LUBE,15.615
260814002,8/15/2026 12:59:39 AM,T137,Cat 797,4,780,JPM,FUEL&LUBE,24.525
260814002,8/15/2026 12:59:43 AM,T137,Cat 797,736,780,JPM,FUEL&LUBE,24.525
260814002,8/15/2026 1:22:42 AM,T107,Cat 797,742,780,MRM,FUEL&LUBE,24.145
260814002,8/15/2026 1:23:43 AM,T474,Cat 785,551,780,JPM,FUEL&LUBE,37.09
260814002,8/15/2026 1:37:23 AM,T129,Cat 797,792,780,MRM,FUEL&LUBE,18.105
260814002,8/15/2026 1:41:37 AM,T120,Cat 797,951,780,MRM,FUEL&LUBE,14.645
260814002,8/15/2026 1:48:02 AM,T151,Cat 797,990,780,MRM,FUEL&LUBE,14.52
260814002,8/15/2026 2:14:56 AM,T114,Cat 797,1790,780,MRM,FUEL&LUBE,24.27
260814002,8/15/2026 2:29:23 AM,T163,Cat 797,859,780,MRM,FUEL&LUBE,17.515
260814002,8/15/2026 2:51:22 AM,T133,Cat 797,136,780,MRM,FUEL&LUBE,163.85
260814002,8/15/2026 2:53:38 AM,T133,Cat 797,751,780,MRM,FUEL&LUBE,163.85
260814002,8/15/2026 3:03:15 AM,T162,Cat 797,905,780,MRM,FUEL&LUBE,23.26
260814002,8/15/2026 3:10:10 AM,T157,Cat 797,155,300,MRM,WAIT FOR FUEL BAY,16.68
260814002,8/15/2026 3:12:47 AM,T157,Cat 797,977,780,MRM,FUEL&LUBE,16.68
260814002,8/15/2026 3:15:48 AM,T144,Cat 797,107,780,JPM,FUEL&LUBE,
260814002,8/15/2026 3:17:35 AM,T144,Cat 797,699,780,JPM,FUEL&LUBE,
260814002,8/15/2026 3:36:00 AM,T124,Cat 797,16,780,MRM,FUEL&LUBE,14.635
260814002,8/15/2026 3:36:16 AM,T124,Cat 797,883,300,MRM,WAIT FOR FUEL BAY,14.635
260814002,8/15/2026 3:36:49 AM,T164,Cat 797,1023,780,MRM,FUEL&LUBE,16.205
260814002,8/15/2026 3:39:49 AM,T465,Cat 785,1456,780,MRM,FUEL&LUBE,33.265
260814002,8/15/2026 3:51:11 AM,T462,Cat 785,527,780,JPM,FUEL&LUBE,32.945
260814002,8/15/2026 3:56:20 AM,T105,Cat 797,831,780,MRM,FUEL&LUBE,17.63
260814002,8/15/2026 3:56:52 AM,T125,Cat 797,1782,780,MRM,FUEL&LUBE,14.845
260814002,8/15/2026 4:05:17 AM,T132,Cat 797,1318,780,MRM,FUEL&LUBE,163.85
260814002,8/15/2026 4:34:41 AM,T140,Cat 797,928,780,MRM,FUEL&LUBE,14.55
260814002,8/15/2026 4:45:21 AM,T153,Cat 797,865,780,MRM,FUEL&LUBE,14.79
260814002,8/15/2026 5:00:03 AM,T136,Cat 797,68,780,MRM,FUEL&LUBE,15.97
260814002,8/15/2026 5:01:11 AM,T136,Cat 797,1002,300,MRM,WAIT FOR FUEL BAY,15.97
260814002,8/15/2026 5:08:13 AM,T111,Cat 797,946,780,MRM,FUEL&LUBE,14.45
260814002,8/15/2026 5:48:28 AM,T110,Cat 797,692,780,MRM,FUEL&LUBE,14.48
260815001,8/15/2026 6:00:00 AM,T110,Cat 797,276,780,MRM,FUEL&LUBE,14.605
260815001,8/15/2026 6:03:10 AM,T112,Cat 797,135,780,MRM,FUEL&LUBE,163.85
260815001,8/15/2026 6:05:25 AM,T112,Cat 797,832,780,MRM,FUEL&LUBE,163.85
260815001,8/15/2026 6:05:46 AM,T101,Cat 797,13,780,MRM,FUEL&LUBE,18.105
260815001,8/15/2026 6:05:59 AM,T101,Cat 797,72,300,MRM,WAIT FOR FUEL BAY,18.105
260815001,8/15/2026 6:07:11 AM,T101,Cat 797,639,780,MRM,FUEL&LUBE,17.63
260815001,8/15/2026 6:11:08 AM,T166,Cat 797,472,300,MRM,WAIT FOR FUEL BAY,18.345
260815001,8/15/2026 6:19:02 AM,T166,Cat 797,763,780,MRM,FUEL&LUBE,17.155
260815001,8/15/2026 6:23:43 AM,T126,Cat 797,7,780,MRM,FUEL&LUBE,17.04
260815001,8/15/2026 6:23:50 AM,T126,Cat 797,52,300,MRM,WAIT FOR FUEL BAY,17.04
260815001,8/15/2026 6:24:42 AM,T126,Cat 797,691,780,MRM,FUEL&LUBE,17.04
260815001,8/15/2026 6:27:47 AM,T152,Cat 797,873,780,JPM,FUEL&LUBE,22.38
260815001,8/15/2026 6:48:27 AM,T109,Cat 797,890,780,MRM,FUEL&LUBE,18.105
260815001,8/15/2026 6:50:05 AM,T454,Cat 789,225,780,MRM,FUEL&LUBE,25.08
260815001,8/15/2026 7:06:56 AM,T128,Cat 797,870,780,MRM,FUEL&LUBE,24.65
260815001,8/15/2026 7:22:05 AM,T108,Cat 797,748,780,MRM,FUEL&LUBE,16.92
260815001,8/15/2026 7:31:21 AM,T102,Cat 797,653,780,JPM,FUEL&LUBE,23.135
260815001,8/15/2026 7:34:35 AM,T108,Cat 797,1,780,MRM,FUEL&LUBE,66.15
260815001,8/15/2026 7:36:35 AM,T471,Cat 785,810,780,MRM,FUEL&LUBE,31.67
260815001,8/15/2026 7:48:21 AM,T104,Cat 797,680,780,MRM,FUEL&LUBE,18.225
260815001,8/15/2026 8:13:44 AM,T103,Cat 797,844,780,MRM,FUEL&LUBE,22.145
260815001,8/15/2026 8:39:19 AM,T150,Cat 797,921,780,JPM,FUEL&LUBE,23.89
260815001,8/15/2026 8:46:03 AM,T149,Cat 797,275,780,JPM,FUEL&LUBE,
260815001,8/15/2026 8:46:29 AM,T106,Cat 797,836,780,MRM,FUEL&LUBE,23.005
260815001,8/15/2026 8:50:38 AM,T149,Cat 797,194,300,JPM,WAIT FOR FUEL BAY,
260815001,8/15/2026 8:54:02 AM,T149,Cat 797,926,300,JPM,WAIT FOR FUEL BAY,
260815001,8/15/2026 9:09:54 AM,T470,Cat 785,1333,780,MRM,FUEL&LUBE,163.855
260815001,8/15/2026 9:16:39 AM,T127,Cat 797,137,780,MRM,FUEL&LUBE,24.525
260815001,8/15/2026 9:18:56 AM,T127,Cat 797,745,780,MRM,FUEL&LUBE,23.515
260815001,8/15/2026 9:21:45 AM,T168,Cat 797,718,780,JPM,FUEL&LUBE,
260815001,8/15/2026 9:38:02 AM,T122,Cat 797,9,780,MRM,FUEL&LUBE,20.48
260815001,8/15/2026 9:47:00 AM,T113,Cat 797,893,780,MRM,FUEL&LUBE,22.265
260815001,8/15/2026 9:53:52 AM,T117,Cat 797,41,780,MRM,FUEL&LUBE,20.365
260815001,8/15/2026 9:54:33 AM,T117,Cat 797,817,780,MRM,FUEL&LUBE,20.365
260815001,8/15/2026 10:00:03 AM,T141,Cat 797,926,780,JPM,FUEL&LUBE,21.67
260815001,8/15/2026 10:07:54 AM,T118,Cat 797,44,780,MRM,FUEL&LUBE,163.85
260815001,8/15/2026 10:08:38 AM,T118,Cat 797,603,780,MRM,FUEL&LUBE,163.85
260815001,8/15/2026 10:18:05 AM,T122,Cat 797,856,780,MRM,FUEL&LUBE,15.495
260815001,8/15/2026 10:31:28 AM,T134,Cat 797,1270,780,JPM,FUEL&LUBE,17.75
260815001,8/15/2026 10:36:33 AM,T169,Cat 797,106,780,JPM,FUEL&LUBE,
260815001,8/15/2026 10:57:03 AM,T130,Cat 797,804,780,MRM,FUEL&LUBE,21.43
